distributions,labels,resnet_wmape,pointnet_wmape,random_wmape,resnet_weather_wmape,pointnet_weather_wmape
parcel,hotspots_16_min_val,0.2704167418293264,0.13117674178380337,0.8998908857117789,,
parcel,hotspots_16_min_x,0.2146884910612172,0.12310423450583251,0.636264586336284,,
parcel,hotspots_16_min_y,0.23119782372043055,0.12166073026944149,0.6053493694508805,,
parcel,hotspots_16_max_val,0.05807579392289168,0.06658941551795405,0.300740969862153,,
parcel,hotspots_16_max_x,0.26622458585512165,0.1763690024995719,0.7673921034665371,,
parcel,hotspots_16_max_y,0.24518707255147928,0.16148142389465248,0.7588572889325035,,
parcel,hotspots_32_min_val,0.2650762329163126,0.10416681684081636,0.8744449092451733,,
parcel,hotspots_32_min_x,0.21554617848777427,0.12198328321357195,0.5720644527970631,,
parcel,hotspots_32_min_y,0.22813024107030597,0.09979094174275331,0.6644660277074061,,
parcel,hotspots_32_max_val,0.05824590121811631,0.04951447790949822,0.3056885173460602,,
parcel,hotspots_32_max_x,0.26642442441706965,0.16185935185686898,0.7210175791102935,,
parcel,hotspots_32_max_y,0.2464305578861833,0.13705850846929357,0.8084152007899583,,
parcel,hotspots_64_min_val,0.256728191027409,0.09904884329207242,0.8856709796682107,,
parcel,hotspots_64_min_x,0.21237035821830816,0.10116696098456844,0.6200476238982686,,
parcel,hotspots_64_min_y,0.229908563042022,0.10556589726254323,0.6718431208972959,,
parcel,hotspots_64_max_val,0.05881537525392373,0.045894315428286654,0.3205770989227443,,
parcel,hotspots_64_max_x,0.26194311057717395,0.13209779633485938,0.818352907304117,,
parcel,hotspots_64_max_y,0.2453281917640231,0.14941024373562023,0.7802965580734026,,
parcel,k_values_0.025,1.0197169242305324,6.908726642679665,35.262253050571864,,
parcel,k_values_0.05,0.35218524447455374,1.2976531139945056,12.54640500226829,,
parcel,k_values_0.1,0.2579336846826618,0.4693976626350261,3.8400310515201483,,
parcel,k_values_0.25,0.13715467049973473,0.19826034635862871,0.9752263850574245,,
parcel,box_counts_e0,0.026177180997110285,0.03696938411862502,0.2026944368016052,,
parcel,box_counts_e2,0.0893808631188831,0.16860134340514166,0.1686059473825462,,
