distributions,labels,resnet_wmape,pointnet_wmape,random_wmape,resnet_weather_wmape,pointnet_weather_wmape
diagonal_large,hotspots_16_min_val,0.05104374981970733,0.05216293938741143,0.9406887424139435,,
diagonal_large,hotspots_16_min_x,0.044772816409385366,0.038398186045444406,0.6273129539447188,,
diagonal_large,hotspots_16_min_y,0.04728192216093282,0.03885554594741558,0.6223676452693196,,
diagonal_large,hotspots_16_max_val,0.016080125865243898,0.02173499248430279,0.31726600099401864,,
diagonal_large,hotspots_16_max_x,0.05658981187426654,0.04449540099558078,0.8147155261166162,,
diagonal_large,hotspots_16_max_y,0.06206316983464446,0.03906258154925602,0.8555134369831753,,
diagonal_large,hotspots_32_min_val,0.050826693835760904,0.04990324554240283,0.7465239761700829,,
diagonal_large,hotspots_32_min_x,0.044925862555862894,0.03758126976160961,0.6517967177070592,,
diagonal_large,hotspots_32_min_y,0.04699996739867434,0.038668201183612756,0.6245386200691357,,
diagonal_large,hotspots_32_max_val,0.01593398016421447,0.01859386833866942,0.33992455280359946,,
diagonal_large,hotspots_32_max_x,0.05612690119141786,0.046027778335691175,0.8148068762895084,,
diagonal_large,hotspots_32_max_y,0.061659520266430734,0.04042372904670466,0.876334317864229,,
diagonal_large,hotspots_64_min_val,0.05040721926314911,0.05442757036303523,1.0279944891420443,,
diagonal_large,hotspots_64_min_x,0.044738845833874524,0.038892294573871444,0.6124033419114233,,
diagonal_large,hotspots_64_min_y,0.04632612618677714,0.040129200887538616,0.6505627398626008,,
diagonal_large,hotspots_64_max_val,0.015667707891822154,0.020537099136279973,0.3027384834560704,,
diagonal_large,hotspots_64_max_x,0.056448226178084406,0.04858236965626103,0.8217546069362006,,
diagonal_large,hotspots_64_max_y,0.06135196610640882,0.04939434520797238,0.8171032408227701,,
diagonal_large,k_values_0.025,1.0802044468987841,0.5110537989927938,12.454726160569209,,
diagonal_large,k_values_0.05,0.36452803394454986,0.14441518824833893,6.454791136326882,,
diagonal_large,k_values_0.1,0.06706553665285611,0.07834802346405616,2.6426674158955916,,
diagonal_large,k_values_0.25,0.19037617103151458,0.034131368329449734,0.5855874945671034,,
diagonal_large,box_counts_e0,0.008828045421995749,0.020889919492352162,0.3244006580102807,,
diagonal_large,box_counts_e2,0.07798371741420693,0.025359526186236863,0.31234583713057845,,
